SMILES,pIC50,ChEMBL ID
Nc1nc2c(-c3cc(Br)c(Cl)[nH]3)nccc2[nH]1,5.694648631,CHEMBL569132
CC(C)C[C@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCCCNC(=O)c1ccc(Oc2ccc(C(N)=O)cc2)cc1)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1CC(N)=O,5.694218849,CHEMBL5206743
CC(C)[C@H](NS(=O)(=O)c1ccc2sc3cc(NS(C)(=O)=O)ccc3c2c1)C(=O)O,5.677780705,CHEMBL552377
COc1ccc(C[C@@H](OC(=O)/C=C/c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)C(=O)O)cc1OC,5.677780705,CHEMBL2333287
COc1ccc(-c2ccc(Sc3ccccc3CC(=O)NS(=O)(=O)C(F)(F)F)cc2)cc1,5.677780705,CHEMBL4212208
O=C(O)CS(=O)(=O)CCc1ccc(-c2ccccc2)cc1,5.603800653,CHEMBL566511
Cc1noc(C)c1S(=O)(=O)Nc1ccc2c(c1)oc1ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc12,5.602059991,CHEMBL474398
COC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1ccc(O)c(O)c1,5.560667306,CHEMBL241405
COC(=O)Nc1ccc2c(c1)sc1ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc12,5.537602002,CHEMBL561310
CC(C)C[C@H](NC(=O)CNC(=O)CC[C@H](NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1)C(=O)O)C(=O)N[C@H](C(=O)N1CCC[C@H]1CC(N)=O)C(C)C,5.537602002,CHEMBL5204457
CC(C)C[C@H](NC(=O)CNC(=O)CC[C@H](NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1)C(=O)O)C(=O)N[C@H](C(=O)N1CCC[C@H]1CC(N)=O)C(C)(C)C,5.537602002,CHEMBL5402198
Nc1nc2c(-c3[nH]c(Br)c(CCc4ccccc4)c3Br)nccc2[nH]1,5.524328812,CHEMBL572241
COc1ccc(-c2ccc(Sc3ccccc3CC(=O)NS(C)(=O)=O)cc2)cc1,5.48148606,CHEMBL4207046
CC(C)[C@H](Cc1ccc(C(F)(F)F)cc1)C(=O)NC[C@@]1(C2CC2)NC(=O)NC1=O,5.470768007,CHEMBL3955404
N#Cc1cccc(-c2ccc(CCC(O)CC(=O)O)cc2)c1,5.469800302,CHEMBL574666
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)NS(C)(=O)=O)cc2)cc1,5.455931956,CHEMBL4213651
COC(CCc1ccc(-c2ccccc2)cc1)CC(=O)O,5.452225295,CHEMBL583771
O=C(NC[C@H]1CC[C@H](C(=O)O)CC1)c1cc(-c2ccc(OC(F)(F)F)cc2)ns1,5.443697499,CHEMBL1644424
CCCCCCCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,5.443697499,CHEMBL5405287
Nc1nc2ccnc(-c3cc(Br)c(Br)[nH]3)c2[nH]1,5.436518915,CHEMBL230806
O=C(O)CC(O)CCc1ccc(-c2ccc(OCc3ccccc3)cc2)cc1,5.425968732,CHEMBL572926
CC(C)C[C@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNC(=O)c1ccc(Oc2ccc(C(N)=O)cc2)cc1)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1CC(N)=O,5.406492411,CHEMBL5190160
COc1cccc2cc(C(=O)NCNC(=O)[C@H](Cc3ccccc3)CN(O)C=O)oc12,5.397940009,CHEMBL4218229
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CNS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)N1CCC[C@H]1C(N)=O,5.37934352,CHEMBL5190913
CC[C@H](C)[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCSC)C(=O)N1CCC[C@H]1C(=O)O,5.354970935,CHEMBL5206640
CC(C)C[C@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCNC(=O)c1ccc(Oc2ccc(C(N)=O)cc2)cc1)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1CC(N)=O,5.352128235,CHEMBL5177058
CC(C)C[C@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNC(=O)c1ccc(Oc2ccc(F)cc2)cc1)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1CC(N)=O,5.348915911,CHEMBL5178802
COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](OC(=O)[C@@H](OC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(C)C)[C@@H](C)O,5.301029996,CHEMBL567893
Nc1nc2c(-c3cc(Cl)c(Cl)[nH]3)nccc2[nH]1,5.299296283,CHEMBL571072
Cc1c(Br)[nH]c(-c2nccc3[nH]c(N)nc23)c1Br,5.299296283,CHEMBL576710
CC(C)C[C@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNC(=O)c1ccc(Oc2ccccc2)cc1)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1CC(N)=O,5.286257522,CHEMBL5207603
COc1ccc(C2=NNC3(S2)C(=O)N(Cc2ccccc2)c2ccccc23)cc1,5.251811973,CHEMBL237149
O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,5.240332155,CHEMBL66
O=C1NC(=O)[C@@H](CCC(=O)N2CCN(c3cc(Cl)cc(Cl)c3)CC2)N1,5.216096421,CHEMBL4873384
Cc1ccc(Cl)cc1N1CCN(C(=O)CCC2(C3CC3)NC(=O)NC2=O)CC1,5.169026603,CHEMBL4854306
CC(C)(Cc1ccc(F)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)c1ccc(-c2ccccc2)cc1,5.15490196,CHEMBL4859268
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)NS(=O)(=O)C(F)(F)F)cc2)cc1,5.124938737,CHEMBL4216008
CCC(CC(=O)O)C(=O)c1ccc(C#CCOCc2ccccc2)cc1,5.121478204,CHEMBL203139
COc1ccc(S(=O)(=O)N2CCc3cc(O)ccc3C2C(=O)NO)cc1,5.114130139,CHEMBL356124
O=C(O)CC(=O)CCc1ccc(-c2ccccc2)cc1,5.105683937,CHEMBL572979
CN1CCC(NC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)CC1,5.100000128,CHEMBL1940308
O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cn2c(C(F)(F)F)nc3ccccc32)cc1,5.096910013,CHEMBL253275
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](COC(=O)/C=C/c3ccc(O)c(O)c3)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,5.085128182,CHEMBL504873
CN(C)CCN(C)[C@H]1COc2ccccc2-c2c(C3CCCCC3)c3ccc(C(=O)O)cc3n2C1,5.080921908,CHEMBL1233524
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1N([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,5.036212173,CHEMBL4293047
O=C(NCc1cccc(-c2ccc(CS(=O)(=O)Cc3n[nH]c(=O)[nH]3)cc2)c1)c1nc2ccccc2c(=O)[nH]1,5.022276395,CHEMBL3978380
CC(=O)OC[C@H]1O[C@@H](N([C@@H](C(=O)O)C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,5.017728767,CHEMBL4282436
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C,5,CHEMBL279785
CCCCC[C@@H](C(=O)NCNC(=O)c1ccc(-c2ccccc2)o1)[C@@H](CC)N(O)C=O,5,CHEMBL4207308
Nc1nc2c(-c3cc(CCc4ccccc4)c(Br)[nH]3)nccc2[nH]1,4.991399828,CHEMBL571136
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,4.990124366,CHEMBL50
CNc1nc2c(-c3cc(Br)c(Br)[nH]3)nccc2[nH]1,4.982966661,CHEMBL395712
O=C(O)CSCCc1ccc(-c2ccccc2)cc1,4.928117993,CHEMBL572980
CC(C)C[C@H](NC(=O)CNC(=O)CC[C@H](NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1)C(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C)C(N)=O)C(C)C,4.920818754,CHEMBL5183142
CCCCCCCCC#Cc1ccc(C(=O)CCC(=O)O)cc1,4.903785415,CHEMBL373275
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1)C(=O)N(CC(=O)O)S(=O)(=O)c1ccc(-c2ccccc2)cc1,4.886056648,CHEMBL2205659
COc1ccc(S(=O)(=O)c2ccccc2C(=O)NO)cc1,4.853871964,CHEMBL575895
O=C(OCc1cccc(F)c1)c1cccc(=O)[nH]1,4.795880017,CHEMBL398892
O=C(OCc1cc(F)ccc1F)c1cccc(S)n1,4.769551079,CHEMBL400449
Nc1nc2c(-c3cc(-c4ccccc4)c(Br)[nH]3)nccc2[nH]1,4.728158393,CHEMBL571362
O=C(O)CC(O)CCc1ccc(-c2ccc(Oc3ccccc3)cc2)cc1,4.701146924,CHEMBL575947
O=C(OCc1cc(F)cc(F)c1)c1cccc(=O)[nH]1,4.698970004,CHEMBL399684
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)CC[C@H](NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1)C(=O)O)C(N)=O,4.698970004,CHEMBL5202455
O=C(O)CC(O)CCc1ccc(-c2ccc3c(c2)oc2ccccc23)cc1,4.696803943,CHEMBL575946
O=C(O)CCC(=O)c1ccc(C#CCO)cc1,4.60747891,CHEMBL203199
O=C(O)CCC(=O)c1ccc(C#CCOCc2ccccc2)cc1,4.589391457,CHEMBL199314
CC(C)C[C@H](NC(=O)CNC(=O)CC[C@H](NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1)C(=O)O)C(=O)N[C@H](C(N)=O)C(C)C,4.552841969,CHEMBL5192674
O=C(NC[C@H]1CC[C@H](C(=O)O)CC1)c1cc(-c2ccc(OC(F)(F)F)cc2)sn1,4.508638306,CHEMBL1644425
O=C(OCc1cccc(Br)c1)c1cccc(=O)[nH]1,4.508638306,CHEMBL254240
O=C(OCc1c(F)cc(F)cc1F)c1cccc(=O)[nH]1,4.508638306,CHEMBL253605
CC(=O)N[C@@H]1[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](COC(C)=O)O[C@H]1N([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,4.397940009,CHEMBL4277909
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1)C(=O)O)C(N)=O,4.397940009,CHEMBL5188110
Brc1cc(-c2nccc3[nH]cnc23)[nH]c1Br,4.360513511,CHEMBL394363
O=C(OCc1ccccc1Br)c1cccc(=O)[nH]1,4.356547324,CHEMBL254239
O=C(OCc1cccc(Cl)c1)c1cccc(=O)[nH]1,4.337242168,CHEMBL253823
O=C(OCc1ccc(Cl)cc1)c1cccc(=O)[nH]1,4.327902142,CHEMBL254238
CC(C)C[C@H](NC(=O)CNS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(N)=O,4.318758763,CHEMBL2205661
O=C(OC1CCC1)c1cccc(=O)[nH]1,4.292429824,CHEMBL251937
O=C(OCc1cccc(-c2ccccc2)c1)c1cccc(S)n1,4.283996656,CHEMBL251426
CC(=O)OC(CCc1ccc(-c2ccccc2)cc1)CC(=O)O,4.2644011,CHEMBL574445
O=C(OCc1cc(F)c(F)cc1F)c1cccc(=O)[nH]1,4.251811973,CHEMBL398450
Cn1c(N)nc2c(-c3cc(Br)c(Br)[nH]3)nccc21,4.244887734,CHEMBL394362
O=C(OCc1c(F)cccc1F)c1cccc(=O)[nH]1,4.22184875,CHEMBL253375
C(=C/c1ccccc1)\Cn1cc(C2=NCCO2)nn1,4.214670165,CHEMBL249249
O=C(Oc1ccsc1)c1cccc(=O)[nH]1,4.207608311,CHEMBL398838
O=C(OCc1c(F)c(F)c(F)c(F)c1F)c1cccc(=O)[nH]1,4.200659451,CHEMBL253820
O=C(OCc1ccc(C(F)(F)F)cc1)c1cccc(=O)[nH]1,4.193820026,CHEMBL1162966
O=C(OCc1ccc(F)cc1)c1cccc(=O)[nH]1,4.187086643,CHEMBL253374
O=C(Oc1cccs1)c1cccc(=O)[nH]1,4.187086643,CHEMBL254039
CC(C)=CCOC(=O)c1cccc(=O)[nH]1,4.173925197,CHEMBL254627
CC(C)OC(=O)c1cccc(=O)[nH]1,4.173925197,CHEMBL445939
O=C(OCc1ccccc1Cl)c1cccc(=O)[nH]1,4.167491087,CHEMBL399685
O=C(OCCc1ccccc1)c1cccc(=O)[nH]1,4.167491087,CHEMBL255051
O=C(OCc1ccccc1F)c1cccc(=O)[nH]1,4.167491087,CHEMBL253373
CCCCCOC(=O)c1cccc(=O)[nH]1,4.167491087,CHEMBL252326
Cc1ccc(COC(=O)c2cccc(=O)[nH]2)cc1,4.161150909,CHEMBL253801
O=C(OCc1ccccc1)c1cccc(=O)[nH]1,4.161150909,CHEMBL399070
COc1cccc(COC(=O)c2cccc(=O)[nH]2)c1,4.161150909,CHEMBL252965
O=C(OC/C=C/c1ccccc1)c1cccc(=O)[nH]1,4.15490196,CHEMBL254657
Cc1cccc(COC(=O)c2cccc(S)n2)c1,4.15490196,CHEMBL254403
CC#CCOC(=O)c1cccc(=O)[nH]1,4.148741651,CHEMBL254837
O=C(OC1CCCCC1)c1cccc(=O)[nH]1,4.148741651,CHEMBL254838
O=C(OCc1cccc(Oc2ccccc2)c1)c1cccc(S)n1,4.148741651,CHEMBL250069
O=C(Oc1ccco1)c1cccc(=O)[nH]1,4.119186408,CHEMBL254821
O=C(OCCCCOc1ccccc1)c1cccc(S)n1,4.107905397,CHEMBL254610
COc1cccc(COC(=O)c2cccc(S)n2)c1,4.107905397,CHEMBL254406
O=C(OCCOc1ccccc1)c1cccc(=O)[nH]1,4.102372909,CHEMBL438519
Cc1ccc(COC(=O)c2cccc(S)n2)cc1,4.091514981,CHEMBL254404
O=C(OCc1ccccc1)c1cccc(S)n1,4.086186148,CHEMBL402720
O=C(OCc1cccc(C(F)(F)F)c1)c1cccc(=O)[nH]1,4.086186148,CHEMBL254006
O=C(OCCCCOc1ccccc1)c1cccc(=O)[nH]1,4.086186148,CHEMBL253372
O=C(OCCCc1ccccc1)c1cccc(S)n1,4.070581074,CHEMBL252523
O=C(OC1CCCCC1)c1cccc(S)n1,4.060480747,CHEMBL442286
COc1ccc(S(=O)(=O)c2ccccc2CC(=O)O)cc1,4.050609993,CHEMBL585376
O=C(Oc1ccsc1)c1cccc(S)n1,4.031517051,CHEMBL399999
O=C(OCc1ccc(C(F)(F)F)cc1)c1cccc(S)n1,4.026872146,CHEMBL398662
COc1ccc(COC(=O)c2cccc(S)n2)cc1,4.017728767,CHEMBL399908
O=C(Oc1ccc2ccccc2c1)c1cccc(=O)[nH]1,4.013228266,CHEMBL253188
O=C(OCc1cccc(-c2ccccc2)c1)c1cccc(=O)[nH]1,4.004364805,CHEMBL253835
O=C(OCc1cc(F)ccc1F)c1cccc(=O)[nH]1,4,CHEMBL399304
O=C(Oc1ccc2ccccc2c1)c1cccc(S)n1,3.995678626,CHEMBL251424
O=C(OCc1ccc2c(c1)OCO2)c1cccc(=O)[nH]1,3.978810701,CHEMBL253189
COc1ccc(COC(=O)c2cccc(=O)[nH]2)cc1,3.978810701,CHEMBL253172
O=C(OCc1ccc(Br)cc1)c1cccc(=O)[nH]1,3.978810701,CHEMBL254448
CCCCCCOC(=O)c1cccc(S)n1,3.978810701,CHEMBL249859
O=C(OCc1cc(F)c(F)cc1F)c1cccc(S)n1,3.974694135,CHEMBL250059
O=C(OCc1ccc(Oc2ccccc2)cc1)c1cccc(S)n1,3.962573502,CHEMBL250070
O=C(Oc1cccc2ccccc12)c1cccc(=O)[nH]1,3.954677021,CHEMBL399504
O=C(OCc1ccc(F)cc1)c1cccc(S)n1,3.950781977,CHEMBL250057
O=C(OCc1ccc(Cl)cc1)c1cccc(S)n1,3.93930216,CHEMBL251081
O=C(OCCc1ccccc1)c1cccc(S)n1,3.931814138,CHEMBL252522
O=C(OCc1cccc(Oc2ccccc2)c1)c1cccc(=O)[nH]1,3.928117993,CHEMBL254038
O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,3.91721463,CHEMBL12318
O=C(OCc1c(F)cccc1F)c1cccc(S)n1,3.896196279,CHEMBL250058
O=C(OCc1cccc(C(F)(F)F)c1)c1cccc(S)n1,3.872895202,CHEMBL254405
O=C(OCc1ccc(-c2ccccc2)cc1)c1cccc(S)n1,3.869666232,CHEMBL251425
CC(C)OC(=O)c1cccc(S)n1,3.835647144,CHEMBL404205
O=C(OCc1cccc(F)c1)c1cccc(S)n1,3.821023053,CHEMBL254611
COc1ccc(-c2ccc(Sc3ccccc3C(=O)CS(C)(=O)=O)cc2)cc1,3.638272164,CHEMBL4202548
Cc1ccc2c(c1)NC(=O)CO2,3.449771647,CHEMBL485691
Cn1cc2c(n1)-c1cc(Cl)ccc1SC2,3,CHEMBL503690
COc1ccc2nc[nH]c2c1,2.698970004,CHEMBL449325
Cc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,2.301029996,CHEMBL485690
O=C(NO)C1c2ccc(O)cc2CCN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,7.229147988,CHEMBL147489
Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(CCOCOCCCOCCN=[N+]=[N-])[C@@H](C(=O)O)C(C)C)cc3)n2)s1,6.739928612,CHEMBL5430097
O=C(NO)[C@@H]1C[S+]([O-])CN1S(=O)(=O)c1ccc(-c2ccccc2)cc1,5.602059991,CHEMBL1957604
Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(CCCCCCCCCCCCN=[N+]=[N-])[C@@H](C(=O)O)C(C)C)cc3)n2)s1,5.397940009,CHEMBL5413782
O=C(O)C[S+]([O-])CCc1ccc(-c2ccccc2)cc1,5.346787486,CHEMBL572947
C[S+]([O-])c1ccc(Oc2ccc(S(=O)(=O)c3ccccc3C(=O)NO)cc2)cc1,5.236572006,CHEMBL576762
O=C(CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O)NCc1ccccc1,4.021363052,CHEMBL4163839
NC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,3.999565923,CHEMBL4160618
CCNC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,3.962175249,CHEMBL4164016
O=C(O)CCC(NC(=O)Cc1ccc(Br)cc1)C(=O)NCc1ccc([N+](=O)[O-])cc1,3.85911502,CHEMBL5277375
CCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,3.702677286,CHEMBL4162521
CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,3.306976932,CHEMBL4170455
CCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,3.306932906,CHEMBL4175156
